@relation thermal

@attribute max numeric
@attribute min numeric
@attribute ave numeric
@attribute stdev numeric
@attribute Problem_Area {yes, no}

@data
1.2851293180984404,0.8734728574458913,1.1722305814641907,0.8801742919389979,yes
1.299185880169503,1.0060061569730534,1.2206476285978514,0.9080610021786492,yes
1.3875414131876107,1.042151602298643,1.2706265159616288,0.9298474945533769,yes
1.3875414131876107,1.132515215612617,1.2884761185915503,0.9381263616557735,yes
1.3875414131876107,1.1505879382754118,1.2739733164547395,0.9311546840958607,yes
1.3393474860868249,1.1003859308787596,1.2085991468226542,0.9084967320261438,yes
1.2931616392819045,1.0240788796358482,1.2085991468226558,0.8814814814814814,yes
1.299185880169503,1.0381354417069109,1.253669393463205,0.9176470588235294,yes
1.3875414131876107,1.1044020914704924,1.294946599544897,0.9450980392156862,yes
1.3875414131876107,1.1284990550208849,1.2996321202352519,0.9533769063180828,yes
1.3875414131876107,1.2168545880389932,1.291822919084661,0.9446623093681917,yes
1.3393474860868249,1.1546040988671447,1.230464910044308,0.9172113289760349,yes
1.2931616392819045,1.1003859308787596,1.219978268499229,0.8893246187363835,yes
1.3072182013529672,1.132515215612617,1.2715189960931257,0.9294117647058824,yes
1.423686858513201,1.208822266855529,1.322167243555526,0.9564270152505446,yes
1.423686858513201,1.2489838727728508,1.3348850854293446,0.9620915032679739,yes
1.423686858513201,1.2168545880389932,1.322167243555526,0.950326797385621,yes
1.3614363693413516,1.1546040988671447,1.249876352904347,0.9193899782135077,yes
1.2931616392819045,1.0140384781565177,1.2150696277760016,0.9071895424836601,yes
1.3393474860868249,1.1546040988671447,1.2739733164547402,0.9459694989106754,yes
1.423686858513201,1.2449677121811187,1.3241753238513918,0.967755991285403,yes
1.423686858513201,1.2670565954356456,1.3422480465141866,0.9690631808278867,yes
1.423686858513201,1.2670565954356456,1.3315382849362354,0.9538126361655773,yes
1.3875414131876107,1.1586202594588768,1.2603629944494257,0.9211328976034858,yes
1.2891454786901724,1.1184586535415544,1.2210938686635995,0.9224400871459695,yes
1.3393474860868249,1.1003859308787596,1.2813362775395822,0.9525054466230937,yes
1.423686858513201,1.204806106263797,1.329753324673243,0.9668845315904139,yes
1.423686858513201,1.2931616392819045,1.3609901292756037,0.9668845315904139,yes
1.423686858513201,1.2670565954356456,1.3489416475004066,0.95119825708061,yes
1.3734848511165487,1.1465717776836797,1.275312036651984,0.9215686274509803,yes
1.2710727560273776,1.0501839234821073,1.1722305814641907,0.9089324618736383,yes
1.3393474860868249,1.0782970476242326,1.2369353909976537,0.9298474945533769,yes
1.4056141358504062,1.0923536096952953,1.278881957177968,0.9411764705882353,yes
1.4056141358504062,1.1947657047844664,1.3159198826350536,0.9442265795206971,yes
1.4056141358504062,1.1947657047844664,1.302978920728361,0.9311546840958607,yes
1.423686858513201,1.1044020914704924,1.2447445921482447,0.9058823529411765,yes
1.2670565954356456,0.887529419516954,1.068702886210651,0.8688453159041394,yes
1.3333232451992263,0.8915455801086861,1.1347464159413567,0.8832244008714597,yes
1.3574202087496197,0.9337152663218742,1.174461781792931,0.8962962962962963,yes
1.3734848511165487,1.0060061569730534,1.2197551484663551,0.9067538126361656,yes
1.3734848511165487,1.0060061569730534,1.2039136261323,0.9019607843137255,yes
1.4056141358504062,0.9919495949019907,1.1688837809710815,0.8840958605664488,yes
1.1044020914704924,0.8554001347830965,0.9651751909571096,0.8257080610021786,yes
1.2750889166191097,0.8915455801086861,1.028095040227581,0.8366013071895425,yes
1.2750889166191097,0.9337152663218742,1.0702647264407685,0.8492374727668844,yes
1.2750889166191097,1.0060061569730534,1.1193511336730506,0.861437908496732,yes
1.3333232451992263,1.0060061569730534,1.11042633235809,0.8623093681917211,yes
1.3574202087496197,0.9919495949019907,1.0954772901555319,0.8518518518518519,yes
1.5328492429872476,1.2847889101467427,1.4736109545477234,0.6549019607843137,yes
1.535317505005561,1.320578709412288,1.4936313020295995,0.6692810457516339,yes
1.535317505005561,1.392158307943379,1.495688187044861,0.6714596949891067,yes
1.535317505005561,1.4378211552821782,1.482249871611821,0.6688453159041394,yes
1.5118690158315826,1.4378211552821782,1.4759420908983532,0.6657952069716775,yes
1.548892946106285,1.3452613295954228,1.4891061549960254,0.660566448801743,yes
1.548892946106285,1.3896900459250656,1.5111833874931622,0.6753812636165578,yes
1.548892946106285,1.4550989894103725,1.5176282938743142,0.6823529411764706,yes
1.535317505005561,1.4711426925294104,1.5024073447613813,0.6810457516339868,yes
1.5118690158315826,1.457567251428686,1.4902031603374974,0.674074074074074,yes
1.548892946106285,1.3563685086778334,1.4969223180540177,0.665359477124183,yes
1.5550636011520687,1.4415235483096485,1.5232504462493615,0.6793028322440088,yes
1.5550636011520687,1.4649720374836268,1.5329863686549317,0.6888888888888889,yes
1.5550636011520687,1.487186395648448,1.521742063904837,0.6875816993464052,yes
1.5414881600513441,1.4785474785843509,1.501995967758329,0.6775599128540305,yes
1.5711073042711061,1.3859876528975954,1.5044642297766424,0.6688453159041394,yes
1.5711073042711061,1.4711426925294104,1.5312037349750378,0.6801742919389979,yes
1.5711073042711061,1.492122919685075,1.5406654060452396,0.6880174291938999,yes
1.5550636011520687,1.487186395648448,1.524484577258518,0.6871459694989107,yes
1.5414881600513441,1.482249871611821,1.5047384811120101,0.677995642701525,yes
1.5711073042711061,1.383519390879282,1.5059726121211667,0.6684095860566449,yes
1.5711073042711061,1.4464600723462753,1.5324378659841946,0.6762527233115468,yes
1.5711073042711061,1.4760792165660375,1.5399797777068196,0.6810457516339868,yes
